latitud,longitud,pot,usuario,fecha,test_name,observacion,operador,rssi,marca,imsi,modelo
-17.337321,-66.266898,-56,andres,2021-06-28 09:15:30.762000,Test 1 El Paso,En automovil,Viva,26,ZTE CORPORATION,736010912233332,MF193A
-17.336823,-66.266885,-58,andres,2021-06-28 09:15:21.799000,Test 1 El Paso,En automovil,Viva,29,ZTE CORPORATION,736010912233332,MF193A
-17.33644,-66.266868,-53,andres,2021-06-28 09:15:12.758000,Test 1 El Paso,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A
-17.336143,-66.267088,-62,andres,2021-06-28 09:14:53.747000,Test 1 El Paso,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A
-17.336191,-66.267439,-73,andres,2021-06-28 09:14:40.749000,Test 1 El Paso,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A
-17.336206,-66.268256,-66,andres,2021-06-28 09:14:11.742000,Test 1 El Paso,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A
-17.336105,-66.268424,-68,andres,2021-06-28 09:13:48.733000,Test 1 El Paso,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A
-17.336314,-66.268427,-71,andres,2021-06-28 09:13:31.743000,Test 1 El Paso,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A
-17.336904,-66.26842,-81,andres,2021-06-28 09:13:10.725000,Test 1 El Paso,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A
-17.337214,-66.268288,-63,andres,2021-06-28 09:12:57.715000,Test 1 El Paso,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A
-17.337468,-66.267894,-72,andres,2021-06-28 09:12:44.705000,Test 1 El Paso,En automovil,Viva,27,ZTE CORPORATION,736010912233332,MF193A
-17.337712,-66.267145,-56,andres,2021-06-28 09:12:23.707000,Test 1 El Paso,En automovil,Viva,28,ZTE CORPORATION,736010912233332,MF193A
-17.337752,-66.266672,-48,andres,2021-06-28 09:12:12.704000,Test 1 El Paso,En automovil,Viva,24,ZTE CORPORATION,736010912233332,MF193A
-17.337765,-66.266127,-55,andres,2021-06-28 09:12:02.704000,Test 1 El Paso,En automovil,Viva,27,ZTE CORPORATION,736010912233332,MF193A
-17.337792,-66.265485,-55,andres,2021-06-28 09:11:47.707000,Test 1 El Paso,En automovil,Viva,24,ZTE CORPORATION,736010912233332,MF193A
-17.337765,-66.264991,-66,andres,2021-06-28 09:11:34.708000,Test 1 El Paso,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A
-17.337785,-66.264495,-67,andres,2021-06-28 09:11:20.713000,Test 1 El Paso,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A
-17.337768,-66.263855,-53,andres,2021-06-28 09:11:08.712000,Test 1 El Paso,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A
-17.337688,-66.263541,-63,andres,2021-06-28 09:10:59.704000,Test 1 El Paso,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A
-17.337582,-66.26324,-61,andres,2021-06-28 09:10:47.702000,Test 1 El Paso,En automovil,Viva,24,ZTE CORPORATION,736010912233332,MF193A
-17.337288,-66.262874,-56,andres,2021-06-28 09:10:36.720000,Test 1 El Paso,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A
-17.337041,-66.262507,-64,andres,2021-06-28 09:10:25.729000,Test 1 El Paso,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A
-17.336897,-66.262299,-63,andres,2021-06-28 09:10:16.740000,Test 1 El Paso,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A
-17.336686,-66.261951,-66,andres,2021-06-28 09:10:04.740000,Test 1 El Paso,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A
-17.336433,-66.261487,-66,andres,2021-06-28 09:09:46.734000,Test 1 El Paso,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A
-17.336413,-66.261212,-61,andres,2021-06-28 09:09:36.770000,Test 1 El Paso,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A
-17.336396,-66.260737,-62,andres,2021-06-28 09:09:21.732000,Test 1 El Paso,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A
-17.336406,-66.260317,-60,andres,2021-06-28 09:09:08.726000,Test 1 El Paso,En automovil,Viva,24,ZTE CORPORATION,736010912233332,MF193A
-17.336357,-66.259854,-61,andres,2021-06-28 09:08:55.726000,Test 1 El Paso,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A
-17.336321,-66.259426,-62,andres,2021-06-28 09:08:44.718000,Test 1 El Paso,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A
-17.336269,-66.258904,-66,andres,2021-06-28 09:08:32.726000,Test 1 El Paso,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A
-17.336221,-66.258549,-62,andres,2021-06-28 09:08:22.725000,Test 1 El Paso,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A
-17.33611,-66.258066,-69,andres,2021-06-28 09:08:10.724000,Test 1 El Paso,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A
-17.335984,-66.257667,-76,andres,2021-06-28 09:08:00.727000,Test 1 El Paso,En automovil,Viva,13,ZTE CORPORATION,736010912233332,MF193A
-17.335844,-66.257258,-76,andres,2021-06-28 09:07:49.711000,Test 1 El Paso,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A
-17.335753,-66.257021,-74,andres,2021-06-28 09:07:39.717000,Test 1 El Paso,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A
-17.335592,-66.256585,-78,andres,2021-06-28 09:07:29.723000,Test 1 El Paso,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A
-17.335334,-66.256048,-75,andres,2021-06-28 09:07:18.719000,Test 1 El Paso,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A
-17.334818,-66.255386,-79,andres,2021-06-28 09:07:02.696000,Test 1 Tiquipaya,En automovil,Viva,13,ZTE CORPORATION,736010912233332,MF193A
-17.334352,-66.254766,-83,andres,2021-06-28 09:06:51.688000,Test 1 Tiquipaya,En automovil,Viva,7,ZTE CORPORATION,736010912233332,MF193A
-17.333478,-66.253684,-69,andres,2021-06-28 09:06:29.658000,Test 1 Tiquipaya,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.333269,-66.253373,-85,andres,2021-06-28 09:06:19.661000,Test 1 Tiquipaya,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A
-17.332788,-66.252219,-84,andres,2021-06-28 09:05:55.607000,Test 1 Tiquipaya,En automovil,Viva,13,ZTE CORPORATION,736010912233332,MF193A
-17.332541,-66.251566,-80,andres,2021-06-28 09:05:43.613000,Test 1 Tiquipaya,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A
-17.332234,-66.250579,-73,andres,2021-06-28 09:05:24.623000,Test 1 Tiquipaya,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.331988,-66.250131,-85,andres,2021-06-28 09:05:15.625000,Test 1 Tiquipaya,En automovil,Viva,7,ZTE CORPORATION,736010912233332,MF193A
-17.331545,-66.249824,-87,andres,2021-06-28 09:05:04.636000,Test 1 Tiquipaya,En automovil,Viva,5,ZTE CORPORATION,736010912233332,MF193A
-17.331267,-66.249605,-87,andres,2021-06-28 09:04:51.645000,Test 1 Tiquipaya,En automovil,Viva,8,ZTE CORPORATION,736010912233332,MF193A
-17.330881,-66.249192,-89,andres,2021-06-28 09:04:42.648000,Test 1 Tiquipaya,En automovil,Viva,6,ZTE CORPORATION,736010912233332,MF193A
-17.330474,-66.248766,-96,andres,2021-06-28 09:04:33.655000,Test 1 Tiquipaya,En automovil,Viva,3,ZTE CORPORATION,736010912233332,MF193A
-17.329758,-66.248051,-88,andres,2021-06-28 09:04:21.700000,Test 1 Tiquipaya,En automovil,Viva,7,ZTE CORPORATION,736010912233332,MF193A
-17.328989,-66.247212,-86,andres,2021-06-28 09:04:07.722000,Test 1 Tiquipaya,En automovil,Viva,8,ZTE CORPORATION,736010912233332,MF193A
-17.328723,-66.2467,-85,andres,2021-06-28 09:03:57.360000,Test 1 Tiquipaya,En automovil,Viva,9,ZTE CORPORATION,736010912233332,MF193A
-17.328679,-66.246534,-88,andres,2021-06-28 09:03:21.906000,Test 1 Tiquipaya,En automovil,Viva,7,ZTE CORPORATION,736010912233332,MF193A
-17.328649,-66.24647,-83,andres,2021-06-28 09:03:08.890000,Test 1 Tiquipaya,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A
-17.328667,-66.246222,-54,andres,2021-06-28 09:02:20.910000,Test 1 Tiquipaya,En automovil,Viva,30,ZTE CORPORATION,736010912233332,MF193A
-17.328712,-66.245992,-52,andres,2021-06-28 09:02:11.902000,Test 1 Tiquipaya,En automovil,Viva,31,ZTE CORPORATION,736010912233332,MF193A
-17.328795,-66.245356,-49,andres,2021-06-28 09:02:01.892000,Test 1 Tiquipaya,En automovil,Viva,28,ZTE CORPORATION,736010912233332,MF193A
-17.328903,-66.244599,-46,andres,2021-06-28 09:01:51.930000,Test 1 Tiquipaya,En automovil,Viva,28,ZTE CORPORATION,736010912233332,MF193A
-17.328969,-66.244119,-48,andres,2021-06-28 09:01:42.895000,Test 1 Tiquipaya,En automovil,Viva,31,ZTE CORPORATION,736010912233332,MF193A
-17.32901,-66.243724,-46,andres,2021-06-28 09:01:29.888000,Test 1 Tiquipaya,En automovil,Viva,32,ZTE CORPORATION,736010912233332,MF193A
-17.329228,-66.24262,-90,andres,2021-06-28 09:00:57.883000,Test 1 Tiquipaya,En automovil,Viva,5,ZTE CORPORATION,736010912233332,MF193A
-17.329275,-66.242347,-84,andres,2021-06-28 09:00:45.881000,Test 1 Tiquipaya,En automovil,Viva,30,ZTE CORPORATION,736010912233332,MF193A
-17.329503,-66.241841,-47,andres,2021-06-28 09:00:27.518000,Test 1 Tiquipaya,En automovil,Viva,26,ZTE CORPORATION,736010912233332,MF193A
-17.329533,-66.24177,-94,andres,2021-06-28 08:58:57.883000,Test 1 Tiquipaya,En automovil,Viva,4,ZTE CORPORATION,736010912233332,MF193A
-17.329531,-66.241767,-94,andres,2021-06-28 08:58:47.868000,Test 1 Tiquipaya,En automovil,Viva,1,ZTE CORPORATION,736010912233332,MF193A
-17.329524,-66.241769,-242,andres,2021-06-28 08:58:33.861000,Test 1 Tiquipaya,En automovil,Viva,1,ZTE CORPORATION,736010912233332,MF193A
-17.329624,-66.241643,-47,andres,2021-06-28 08:52:51.492000,Test 1 Tiquipaya,En automovil,Viva,32,ZTE CORPORATION,736010912233332,MF193A
-17.329615,-66.241636,-89,andres,2021-06-28 08:49:19.791000,Test 1 Tiquipaya,En automovil,Viva,1,ZTE CORPORATION,736010912233332,MF193A
-17.330458,-66.240477,-93,andres,2021-06-28 08:48:36.773000,Test 1 Tiquipaya,En automovil,Viva,5,ZTE CORPORATION,736010912233332,MF193A
-17.330887,-66.240475,-90,andres,2021-06-28 08:48:27.418000,Test 1 Tiquipaya,En automovil,Viva,5,ZTE CORPORATION,736010912233332,MF193A
-17.332504,-66.237793,-82,andres,2021-06-28 08:47:22.773000,Test 1 Tiquipaya,En automovil,Viva,8,ZTE CORPORATION,736010912233332,MF193A
-17.332841,-66.237366,-91,andres,2021-06-28 08:47:12.812000,Test 1 Tiquipaya,En automovil,Viva,9,ZTE CORPORATION,736010912233332,MF193A
-17.333606,-66.237505,-88,andres,2021-06-28 08:46:41.765000,Test 1 Tiquipaya,En automovil,Viva,9,ZTE CORPORATION,736010912233332,MF193A
-17.333948,-66.237594,-82,andres,2021-06-28 08:46:32.767000,Test 1 Tiquipaya,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.334274,-66.237699,-81,andres,2021-06-28 08:46:23.762000,Test 1 Tiquipaya,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.334847,-66.237848,-84,andres,2021-06-28 08:46:09.756000,Test 1 Tiquipaya,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A
-17.335202,-66.237942,-83,andres,2021-06-28 08:45:59.756000,Test 1 Tiquipaya,En automovil,Viva,10,ZTE CORPORATION,736010912233332,MF193A
-17.335624,-66.238066,-86,andres,2021-06-28 08:45:50.755000,Test 1 Tiquipaya,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.335983,-66.238156,-79,andres,2021-06-28 08:45:40.755000,Test 1 Tiquipaya,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.336804,-66.238372,-80,andres,2021-06-28 08:45:21.760000,Test 1 Tiquipaya,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A
-17.337201,-66.238448,-79,andres,2021-06-28 08:45:10.753000,Test 1 Tiquipaya,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.337255,-66.23815,-84,andres,2021-06-28 08:44:51.750000,Test 1 Tiquipaya,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.337042,-66.237509,-85,andres,2021-06-28 08:44:36.764000,Test 1 Tiquipaya,En automovil,Viva,10,ZTE CORPORATION,736010912233332,MF193A
-17.3369,-66.237025,-88,andres,2021-06-28 08:44:27.395000,Test 1 Tiquipaya,En automovil,Viva,9,ZTE CORPORATION,736010912233332,MF193A
-17.336794,-66.236614,-90,andres,2021-06-28 08:44:14.745000,Test 1 Tiquipaya,En automovil,Viva,10,ZTE CORPORATION,736010912233332,MF193A
-17.336617,-66.236176,-87,andres,2021-06-28 08:44:02.743000,Test 1 Tiquipaya,En automovil,Viva,10,ZTE CORPORATION,736010912233332,MF193A
-17.336513,-66.235446,-82,andres,2021-06-28 08:43:42.750000,Test 1 Tiquipaya,En automovil,Viva,9,ZTE CORPORATION,736010912233332,MF193A
-17.336448,-66.234883,-85,andres,2021-06-28 08:43:31.749000,Test 1 Tiquipaya,En automovil,Viva,9,ZTE CORPORATION,736010912233332,MF193A
-17.336391,-66.234512,-89,andres,2021-06-28 08:43:21.757000,Test 1 Tiquipaya,En automovil,Viva,7,ZTE CORPORATION,736010912233332,MF193A
-17.336333,-66.234022,-82,andres,2021-06-28 08:43:09.741000,Test 1 Tiquipaya,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.336327,-66.233721,-79,andres,2021-06-28 08:43:00.742000,Test 1 Tiquipaya,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.336339,-66.233275,-82,andres,2021-06-28 08:42:52.742000,Test 1 Tiquipaya,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A
-17.336325,-66.23271,-82,andres,2021-06-28 08:42:43.735000,Test 1 Tiquipaya,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.336301,-66.232217,-83,andres,2021-06-28 08:42:35.731000,Test 1 Tiquipaya,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A
-17.336249,-66.231566,-84,andres,2021-06-28 08:42:27.365000,Test 1 Tiquipaya,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A
-17.336205,-66.231065,-78,andres,2021-06-28 08:42:17.720000,Test 1 Tiquipaya,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A
-17.336114,-66.23051,-73,andres,2021-06-28 08:42:07.732000,Test 1 Tiquipaya,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A
-17.336064,-66.229892,-73,andres,2021-06-28 08:41:49.705000,Test 1 Tiquipaya,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A
-17.336145,-66.229187,-75,andres,2021-06-28 08:41:28.632000,Test 1 Tiquipaya,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A
-17.337073,-66.226868,-69,andres,2021-06-28 08:40:53.640000,Prueba 1 Tiquipaya,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A
-17.33719,-66.226493,-57,andres,2021-06-28 08:40:43.648000,Prueba 1 Tiquipaya,En automovil,Viva,25,ZTE CORPORATION,736010912233332,MF193A
-17.333988,-66.226219,-61,andres,2021-06-28 08:39:29.718000,Prueba 1 Tiquipaya,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A
-17.33376,-66.226397,-64,andres,2021-06-28 08:39:17.739000,Prueba 1 Tiquipaya,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A
-17.333644,-66.226588,-66,andres,2021-06-28 08:39:08.747000,Prueba 1 Tiquipaya,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A
-17.333615,-66.226603,-67,andres,2021-06-28 08:38:50.743000,Prueba 1 Tiquipaya,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A
-17.333303,-66.226644,-70,andres,2021-06-28 08:38:40.747000,Prueba 1 Tiquipaya,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A
-17.333072,-66.226439,-62,andres,2021-06-28 08:38:28.740000,Prueba 1 Tiquipaya,En automovil,Viva,25,ZTE CORPORATION,736010912233332,MF193A
-17.333101,-66.226189,-55,andres,2021-06-28 08:38:17.752000,Prueba 1 Tiquipaya,En automovil,Viva,25,ZTE CORPORATION,736010912233332,MF193A
-17.333213,-66.226112,-59,andres,2021-06-28 08:38:07.755000,Prueba 1 Tiquipaya,En automovil,Viva,24,ZTE CORPORATION,736010912233332,MF193A
-17.333497,-66.226124,-60,andres,2021-06-28 08:37:58.761000,Prueba 1 Tiquipaya,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A
-17.333854,-66.226138,-54,andres,2021-06-28 08:37:48.767000,Prueba 1 Tiquipaya,En automovil,Viva,27,ZTE CORPORATION,736010912233332,MF193A
-17.334179,-66.226161,-58,andres,2021-06-28 08:37:38.783000,Prueba 1 Tiquipaya,En automovil,Viva,25,ZTE CORPORATION,736010912233332,MF193A
-17.334795,-66.226178,-57,andres,2021-06-28 08:37:23.807000,Prueba 1 Tiquipaya,En automovil,Viva,25,ZTE CORPORATION,736010912233332,MF193A
-17.335084,-66.226185,-54,andres,2021-06-28 08:37:14.832000,Prueba 1 Tiquipaya,En automovil,Viva,27,ZTE CORPORATION,736010912233332,MF193A
-17.335527,-66.226207,-59,andres,2021-06-28 08:37:05.830000,Prueba 1 Tiquipaya,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A
-17.335832,-66.225924,-68,andres,2021-06-28 08:36:55.837000,Prueba 1 Tiquipaya,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A
-17.336062,-66.225135,-66,andres,2021-06-28 08:36:45.829000,Prueba 1 Tiquipaya,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A
-17.336156,-66.224767,-74,andres,2021-06-28 08:36:36.819000,Prueba 1 Tiquipaya,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A
-17.336536,-66.223237,-71,andres,2021-06-28 08:35:48.338000,Prueba 1 Tiquipaya,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A
