latitud,longitud,tecnologia,mcc,operador,net,lac,cellid,cobertura,fecha,id
-17.382136,-66.15929,LTE,736,Viva,1,21000,3083266,1590,2017-09-26 22:17:05+00:00,151145
-17.389297485352,-66.158981323242,GSM,736,Tigo,3,17461,14119,1000,2016-08-15 14:58:09+00:00,151144
-17.376937866211,-66.150741577148,GSM,736,Tigo,3,17461,14293,1000,2016-08-15 10:59:39+00:00,151143
-17.376912,-66.151369,GSM,736,Tigo,3,17461,34165,1000,2017-09-18 23:34:39+00:00,151142
-17.376937866211,-66.150741577148,GSM,736,Tigo,3,17461,24165,1000,2016-08-15 10:02:15+00:00,151141
-17.379529,-66.143548,GSM,736,Tigo,3,17461,34035,3030,2017-04-18 18:30:00+00:00,151140
-17.387467,-66.144791,UMTS,736,Entel,2,43401,13785710,1053,2017-04-06 06:09:54+00:00,151139
-17.394790649414,-66.161727905273,UMTS,736,Entel,2,43401,13785600,1000,2016-08-11 20:28:34+00:00,151138
-17.394790649414,-66.161727905273,UMTS,736,Entel,2,43401,13787350,1000,2016-08-11 20:28:34+00:00,151137
-17.393417358398,-66.161727905273,UMTS,736,Entel,2,43401,13785590,1000,2016-08-16 09:52:57+00:00,151136
-17.387924194336,-66.147994995117,UMTS,736,Entel,2,43401,13787400,1000,2017-01-04 18:20:43+00:00,151135
-17.386791,-66.156316,UMTS,736,Entel,2,43401,13795945,1000,2017-05-07 17:59:40+00:00,151134
-17.387238,-66.147995,LTE,736,Entel,2,44401,10265348,1000,2017-04-14 11:24:24+00:00,151133
-17.382329,-66.164645,LTE,736,Tigo,3,27461,20497158,3684,2017-09-27 18:36:50+00:00,151132
-17.381595,-66.151164,UMTS,736,Tigo,3,17800,5272031,1000,2017-05-08 00:20:15+00:00,151131
-17.391129,-66.160812,GSM,736,Viva,1,201,20111,1000,2016-11-26 13:57:24+00:00,151130
-17.376898,-66.149518,LTE,736,Entel,2,44401,10250501,1000,2019-04-14 12:47:26+00:00,151129
-17.38458,-66.159203,LTE,736,Entel,2,44401,10247430,6494,2019-06-14 20:51:39+00:00,151128
-17.394173,-66.153667,LTE,736,Entel,2,44401,10244868,3271,2019-04-15 12:54:27+00:00,151127
-17.383015,-66.161806,GSM,736,Tigo,3,17461,24058,1000,2017-09-19 22:15:59+00:00,151126
-17.381057739258,-66.160354614258,GSM,736,Tigo,3,17461,34293,1000,2016-06-15 17:33:00+00:00,151125
-17.38353,-66.152115,UMTS,736,Tigo,3,17800,5261959,1000,2016-10-16 12:54:45+00:00,151124
-17.377891,-66.160365,LTE,736,Viva,1,21000,3078403,1000,2017-09-26 22:33:06+00:00,151123
-17.378465,-66.160171,LTE,736,Viva,1,21000,3115010,1000,2017-05-06 02:27:32+00:00,151122
-17.391912,-66.153505,LTE,736,Viva,1,21000,3086082,1000,2020-03-15 17:33:10+00:00,151121
-17.378673,-66.163593,LTE,736,Viva,1,21000,3115011,1000,2017-05-05 21:43:48+00:00,151120
-17.392044067383,-66.158981323242,GSM,736,Tigo,3,17461,24269,1000,2016-05-28 15:34:29+00:00,151119
-17.381057739258,-66.15348815918,UMTS,736,Entel,2,43401,13786080,1000,2016-05-24 19:01:57+00:00,151118
-17.390670776367,-66.141128540039,GSM,736,Tigo,3,17461,14199,1000,2016-05-22 17:37:23+00:00,151117
-17.389297485352,-66.142501831055,UMTS,736,Tigo,3,17800,24156,1000,2016-05-22 17:38:04+00:00,151116
-17.381744,-66.142502,UMTS,736,Viva,1,1210,13264787,1000,2017-04-05 11:15:29+00:00,151115
-17.378311157227,-66.154861450195,UMTS,736,Entel,2,43401,13796995,1000,2016-05-17 02:55:34+00:00,151114
-17.393417358398,-66.145248413086,UMTS,736,Viva,1,21000,3077378,1000,2016-05-14 12:29:04+00:00,151113
-17.38935,-66.160329,LTE,736,Entel,2,44401,10240005,4671,2019-06-08 00:41:53+00:00,151112
-17.38082,-66.153296,LTE,736,Entel,2,44401,10252293,1749,2019-04-11 14:40:35+00:00,151111
-17.390962,-66.163875,LTE,736,Entel,2,44401,10241284,2474,2017-05-07 18:44:35+00:00,151110
-17.384178,-66.158305,LTE,736,Entel,2,44401,10247429,4541,2019-06-08 00:53:30+00:00,151109
-17.389472,-66.160838,LTE,736,Entel,2,44401,10240004,4650,2019-06-08 00:52:16+00:00,151108
-17.376769,-66.162689,UMTS,736,Entel,2,43401,13795963,1000,2017-05-03 19:06:53+00:00,151107
-17.386872,-66.152921,UMTS,736,Viva,1,1210,13265319,1000,2017-04-18 18:30:00+00:00,151106
-17.392279,-66.14697,UMTS,736,Tigo,3,17800,5271914,1000,2017-09-22 21:29:55+00:00,151105
-17.387466,-66.156235,GSM,736,Tigo,3,17461,14269,1000,2016-06-15 17:33:00+00:00,151104
-17.390932,-66.15152,UMTS,736,Tigo,3,17800,5281993,1693,2017-05-03 16:58:18+00:00,151103
-17.393829,-66.154311,UMTS,736,Tigo,3,17800,5306993,1000,2017-05-06 15:18:42+00:00,151102
-17.387924194336,-66.156234741211,UMTS,736,Tigo,3,17800,14067,1000,2016-04-21 18:48:55+00:00,151101
-17.381057739258,-66.157608032227,GSM,736,Entel,2,40401,30994,1000,2016-04-20 16:52:44+00:00,151100
-17.385177612305,-66.158981323242,LTE,736,Viva,1,21000,3088899,1000,2016-09-19 19:56:17+00:00,151099
-17.392345,-66.147324,UMTS,736,Tigo,3,17800,5281914,1000,2017-09-22 21:32:48+00:00,151098
-17.390670776367,-66.141128540039,UMTS,736,Entel,2,43401,13786290,1000,2016-04-05 18:57:35+00:00,151097
-17.386752,-66.144036,UMTS,736,Entel,2,43401,13786280,1000,2017-05-12 22:01:44+00:00,151096
-17.391357,-66.138382,UMTS,736,Entel,2,43401,13786160,1000,2016-04-19 18:24:57+00:00,151095
-17.393417358398,-66.137008666992,UMTS,736,Entel,2,43401,13786170,1000,2016-04-05 18:57:35+00:00,151094
-17.393417358398,-66.137008666992,UMTS,736,Entel,2,43402,13786370,1000,2016-04-05 18:57:35+00:00,151093
-17.394753,-66.151252,LTE,736,Tigo,3,27461,20508933,2228,2017-09-22 22:07:13+00:00,151092
-17.386175,-66.15675,GSM,736,Viva,1,201,20291,1000,2017-05-13 14:55:56+00:00,151091
-17.38655090332,-66.157608032227,GSM,736,Tigo,3,17461,24293,1000,2016-04-21 18:48:55+00:00,151090
-17.383804321289,-66.146621704102,UMTS,736,Entel,2,43401,13796314,1000,2016-04-01 11:29:27+00:00,151089
-17.382431030273,-66.145248413086,UMTS,736,Entel,2,43401,13799609,1000,2016-04-01 11:29:27+00:00,151088
-17.382431030273,-66.146621704102,GSM,736,Entel,2,40401,30824,1000,2016-04-01 11:29:27+00:00,151087
-17.391764,-66.156391,UMTS,736,Viva,1,1210,13264958,5926,2017-09-14 22:50:18+00:00,151086
-17.387924194336,-66.17546081543,UMTS,736,Viva,1,1210,13264434,1000,2016-04-04 20:40:56+00:00,151085
-17.394790649414,-66.160354614258,UMTS,736,Viva,1,1210,13264773,1000,2017-03-15 07:16:05+00:00,151084
-17.385178,-66.166763,UMTS,736,Viva,1,1210,13263377,1000,2017-03-15 07:16:05+00:00,151083
-17.382535,-66.17024,UMTS,736,Viva,1,1210,13263379,1000,2017-08-27 01:24:39+00:00,151082
-17.386551,-66.169693,UMTS,736,Viva,1,1210,13263378,1000,2017-03-15 07:16:05+00:00,151081
-17.39456,-66.138169,LTE,736,Tigo,3,27461,20510977,1000,2017-09-20 23:49:28+00:00,151080
-17.380835,-66.153251,LTE,736,Tigo,3,27461,20486913,6101,2017-05-14 23:28:04+00:00,151079
-17.387924,-66.141129,GSM,736,Tigo,3,17461,14156,1000,2016-05-22 17:37:23+00:00,151078
-17.392574,-66.159654,GSM,736,Tigo,3,17461,24003,2983,2017-04-18 18:30:00+00:00,151077
-17.392733,-66.150897,GSM,736,Tigo,3,17461,14113,1000,2017-05-02 18:58:52+00:00,151076
-17.385178,-66.145935,GSM,736,Tigo,3,17461,14210,1000,2017-02-12 22:42:11+00:00,151075
-17.39204,-66.164515,GSM,736,Tigo,3,17461,24119,1000,2017-09-27 14:54:31+00:00,151074
-17.382431030273,-66.14387512207,GSM,736,Tigo,3,17461,24052,1000,2015-08-26 07:02:24+00:00,151073
-17.386305,-66.149269,GSM,736,Tigo,3,17461,34052,1000,2017-09-20 02:15:53+00:00,151072
-17.38148,-66.161846,GSM,736,Tigo,3,17461,34196,1000,2017-09-19 22:09:23+00:00,151071
-17.393875,-66.139755,GSM,736,Tigo,3,17461,34199,1000,2016-05-22 17:37:23+00:00,151070
-17.388603,-66.150272,GSM,736,Tigo,3,17461,24079,1000,2017-09-07 21:20:22+00:00,151069
-17.391357,-66.141815,GSM,736,Tigo,3,17461,14121,1000,2016-05-22 17:37:23+00:00,151068
-17.392044067383,-66.147994995117,GSM,736,Tigo,3,17461,34034,1000,2016-10-04 04:31:36+00:00,151067
-17.390671,-66.144424,GSM,736,Tigo,3,17461,24034,1000,2016-10-04 04:31:36+00:00,151066
-17.387924,-66.162415,GSM,736,Tigo,3,17461,34269,1000,2016-05-28 15:30:23+00:00,151065
-17.390263,-66.155823,GSM,736,Tigo,3,17461,14003,1000,2017-05-02 23:17:30+00:00,151064
-17.382478,-66.173614,GSM,736,Tigo,3,17461,34027,1000,2017-09-17 02:44:02+00:00,151063
-17.388226,-66.142714,GSM,736,Tigo,3,17461,24156,1000,2017-09-18 18:24:06+00:00,151062
-17.393417,-66.138382,GSM,736,Tigo,3,17461,24199,1000,2016-05-22 17:37:23+00:00,151061
-17.388362,-66.156406,GSM,736,Tigo,3,17461,14040,1676,2017-09-27 13:53:51+00:00,151060
-17.390754,-66.154784,GSM,736,Tigo,3,17461,14078,1000,2017-09-18 18:34:02+00:00,151059
-17.38655090332,-66.17546081543,GSM,736,Tigo,3,17461,34208,1000,2015-08-03 13:19:12+00:00,151058
-17.378998,-66.152115,GSM,736,Tigo,3,17461,14079,1000,2016-08-15 10:59:45+00:00,151057
-17.39317,-66.155648,GSM,736,Tigo,3,17461,34078,1000,2017-09-27 17:36:13+00:00,151056
-17.377244,-66.163081,GSM,736,Tigo,3,17461,24033,4712,2017-05-12 23:59:57+00:00,151055
-17.395161,-66.160627,GSM,736,Tigo,3,17461,34003,1000,2017-09-27 14:41:31+00:00,151054
-17.389984,-66.156235,GSM,736,Tigo,3,17461,34210,1000,2016-06-01 16:42:03+00:00,151053
-17.390670776367,-66.149368286133,GSM,736,Entel,2,43401,30243,1000,2015-12-11 13:31:17+00:00,151052
-17.3776,-66.154107,GSM,736,Tigo,3,17461,24093,2266,2017-05-12 17:42:12+00:00,151051
-17.391701,-66.150742,GSM,736,Tigo,3,17461,24210,1000,2016-06-15 15:04:42+00:00,151050
-17.378311,-66.174545,GSM,736,Tigo,3,17460,14097,1000,2016-08-16 14:48:44+00:00,151049
-17.383739,-66.17367,GSM,736,Tigo,3,17460,24097,1000,2017-09-17 02:43:51+00:00,151048
-17.383804321289,-66.160354614258,GSM,736,Entel,2,40401,30993,1000,2016-02-19 00:05:56+00:00,151047
-17.394790649414,-66.172714233398,GSM,736,Entel,2,40401,30532,1000,2016-01-25 12:09:31+00:00,151046
-17.391586,-66.156693,GSM,736,Entel,2,40401,30721,1000,2016-09-14 13:07:24+00:00,151045
-17.395248,-66.140671,GSM,736,Entel,2,40401,30822,1000,2016-09-14 13:07:24+00:00,151044
-17.394790649414,-66.171340942383,GSM,736,Entel,2,40401,30263,1000,2016-01-25 12:09:31+00:00,151043
-17.376937866211,-66.145248413086,GSM,736,Entel,2,40401,30241,1000,2015-09-04 07:49:01+00:00,151042
-17.392731,-66.157608,GSM,736,Entel,2,40401,30013,1000,2017-03-27 23:19:03+00:00,151041
-17.394790649414,-66.167221069336,GSM,736,Entel,2,40401,30394,1000,2016-01-25 12:09:32+00:00,151040
-17.378311157227,-66.157608032227,GSM,736,Entel,2,40401,30991,1000,2016-01-25 12:09:31+00:00,151039
-17.38655090332,-66.141128540039,GSM,736,Entel,2,40401,30061,1000,2016-03-19 17:22:25+00:00,151038
-17.379684448242,-66.139755249023,GSM,736,Entel,2,40401,30311,1000,2015-09-04 07:49:02+00:00,151037
-17.38655090332,-66.158981323242,GSM,736,Entel,2,40401,30372,1000,2016-01-25 12:09:31+00:00,151036
-17.391357,-66.151428,GSM,736,Entel,2,40401,30452,1000,2016-09-01 20:55:19+00:00,151035
-17.376938,-66.156921,GSM,736,Entel,2,40401,30313,1000,2016-04-20 16:52:44+00:00,151034
-17.392502,-66.148911,GSM,736,Entel,2,40401,30072,1000,2016-09-14 13:07:24+00:00,151033
-17.388382,-66.14296,GSM,736,Entel,2,40401,30071,1000,2016-09-14 13:07:24+00:00,151032
-17.389297,-66.141129,GSM,736,Entel,2,40401,30823,1000,2016-04-01 11:29:27+00:00,151031
-17.393417358398,-66.17546081543,GSM,736,Entel,2,40401,31161,1000,2016-01-25 12:09:29+00:00,151030
-17.383804321289,-66.157608032227,GSM,736,Entel,2,40401,30992,1000,2016-04-20 16:52:44+00:00,151029
-17.394790649414,-66.16584777832,GSM,736,Entel,2,40401,30373,1000,2016-01-25 12:09:31+00:00,151028
-17.392044,-66.151657,GSM,736,Entel,2,40401,30073,1000,2016-09-14 13:07:24+00:00,151027
-17.394791,-66.147308,GSM,736,Entel,2,40401,30743,1000,2016-09-01 20:55:19+00:00,151026
-17.389297485352,-66.156234741211,GSM,736,Entel,2,40401,30693,1000,2016-01-25 12:09:32+00:00,151025
-17.385178,-66.143417,GSM,736,Entel,2,40401,31522,1000,2016-09-01 20:55:19+00:00,151024
-17.385177612305,-66.161727905273,GSM,736,Entel,2,40401,30371,1000,2016-01-25 12:09:31+00:00,151023
-17.394383,-66.142635,GSM,736,Entel,2,40401,30063,1000,2017-09-22 18:06:58+00:00,151022
-17.394790649414,-66.174087524414,GSM,736,Entel,2,40401,30111,1000,2016-01-25 12:09:31+00:00,151021
-17.385177612305,-66.158981323242,GSM,736,Entel,2,40401,30383,1000,2016-01-25 12:09:31+00:00,151020
-17.376937866211,-66.164474487305,GSM,736,Entel,2,40401,30272,1000,2015-09-07 08:04:58+00:00,151019
-17.393417358398,-66.164474487305,GSM,736,Entel,2,40401,30011,1000,2016-01-25 12:09:32+00:00,151018
-17.389297485352,-66.154861450195,GSM,736,Entel,2,40401,30692,1000,2016-01-25 12:09:27+00:00,151017
-17.390670776367,-66.152114868164,GSM,736,Entel,2,40401,30691,1000,2016-01-25 12:09:27+00:00,151016
-17.393417358398,-66.157608032227,GSM,736,Entel,2,40401,30742,1000,2016-09-01 20:55:19+00:00,151015
-17.393417358398,-66.172714233398,GSM,736,Entel,2,40401,31162,1000,2015-04-22 18:25:09+00:00,151014
-17.392044067383,-66.157608032227,GSM,736,Entel,2,40401,30981,1000,2016-01-25 12:09:32+00:00,151013
-17.382889,-66.14296,GSM,736,Entel,2,40401,30362,1000,2016-09-14 13:07:24+00:00,151012
-17.385864,-66.156235,GSM,736,Entel,2,40401,30381,1000,2016-10-12 18:05:31+00:00,151011
-17.385177612305,-66.157608032227,GSM,736,Entel,2,40401,30382,1000,2016-01-25 12:09:31+00:00,151010
-17.377396,-66.146164,GSM,736,Viva,1,201,20122,1000,2017-01-04 09:12:39+00:00,151009
-17.395194,-66.172695,GSM,736,Viva,1,202,20562,1000,2017-04-29 18:37:41+00:00,151008
-17.392502,-66.15715,GSM,736,Viva,1,201,21102,1000,2016-11-26 13:57:24+00:00,151007
-17.394151,-66.138871,GSM,736,Viva,1,201,20601,1000,2017-09-24 02:10:48+00:00,151006
-17.376937866211,-66.14387512207,GSM,736,Viva,1,202,20363,1000,2015-12-15 08:32:53+00:00,151005
-17.394791,-66.162415,GSM,736,Viva,1,201,20691,1000,2016-07-18 21:24:47+00:00,151004
-17.392044,-66.151199,GSM,736,Viva,1,201,20552,1000,2016-11-26 13:57:24+00:00,151003
-17.394790649414,-66.137008666992,GSM,736,Viva,1,201,20212,1000,2015-12-15 09:56:54+00:00,151002
-17.376938,-66.160355,GSM,736,Viva,1,201,20441,1000,2016-11-26 13:57:24+00:00,151001
-17.394821,-66.155039,GSM,736,Viva,1,201,21101,1000,2017-05-09 13:39:25+00:00,151000
-17.392044,-66.156235,GSM,736,Viva,1,201,20112,1000,2016-11-26 13:57:24+00:00,150999
-17.394249,-66.166976,LTE,736,Tigo,3,27461,20521477,6459,2017-09-26 21:28:04+00:00,150998
-17.392466,-66.154651,LTE,736,Tigo,3,27461,20499972,1000,2017-09-28 21:16:26+00:00,150997
-17.382431030273,-66.146621704102,GSM,736,Entel,2,40401,31523,1000,2016-04-01 11:29:27+00:00,150996
-17.382431030273,-66.157608032227,UMTS,736,Viva,1,1211,13264748,1000,2015-08-04 10:20:59+00:00,150995
-17.393417358398,-66.152114868164,UMTS,736,Viva,1,1211,13263985,1000,2015-08-04 10:20:59+00:00,150994
-17.383804321289,-66.156234741211,UMTS,736,Viva,1,1211,13258937,1000,2015-08-04 10:20:59+00:00,150993
-17.381057739258,-66.157608032227,UMTS,736,Viva,1,1211,13263804,1000,2015-08-04 10:20:59+00:00,150992
-17.393417358398,-66.15348815918,UMTS,736,Viva,1,1211,13263828,1000,2015-08-31 08:11:59+00:00,150991
-17.377625,-66.154175,UMTS,736,Viva,1,1210,13265014,1000,2016-04-06 07:42:02+00:00,150990
-17.388845,-66.165398,UMTS,736,Viva,1,1210,13264755,1000,2017-09-26 21:02:25+00:00,150989
-17.38655090332,-66.14387512207,UMTS,736,Viva,1,1211,13264784,1000,2015-08-04 10:20:59+00:00,150988
-17.381057739258,-66.156234741211,UMTS,736,Viva,1,1211,13263529,1000,2015-08-04 10:20:59+00:00,150987
-17.393417358398,-66.152114868164,UMTS,736,Viva,1,1211,13264378,1000,2015-07-28 09:29:10+00:00,150986
-17.392044067383,-66.154861450195,UMTS,736,Viva,1,1211,13264380,1000,2015-08-04 10:22:06+00:00,150985
-17.393417358398,-66.152114868164,UMTS,736,Viva,1,1211,13264527,1000,2015-08-31 08:11:59+00:00,150984
-17.388976,-66.157784,UMTS,736,Viva,1,1210,13264954,6262,2017-09-21 11:44:25+00:00,150983
-17.383804321289,-66.157608032227,UMTS,736,Viva,1,1211,13263937,1000,2015-08-04 10:20:59+00:00,150982
-17.38655090332,-66.167221069336,UMTS,736,Viva,1,1211,13258368,1000,2015-10-14 09:56:45+00:00,150981
-17.392044067383,-66.152114868164,UMTS,736,Viva,1,1211,13263983,1000,2015-08-04 10:22:06+00:00,150980
-17.393417358398,-66.15348815918,UMTS,736,Viva,1,1211,13258828,1000,2015-07-28 09:29:10+00:00,150979
-17.38655090332,-66.147994995117,UMTS,736,Viva,1,1210,13265318,1000,2016-02-26 11:10:10+00:00,150978
-17.38655090332,-66.14387512207,UMTS,736,Viva,1,1211,13263483,1000,2015-08-04 10:20:59+00:00,150977
-17.387924,-66.152115,UMTS,736,Viva,1,1210,13265315,1000,2017-01-04 09:11:58+00:00,150976
-17.392044067383,-66.158981323242,UMTS,736,Viva,1,1211,13258388,1000,2015-08-31 08:11:59+00:00,150975
-17.381057739258,-66.156234741211,UMTS,736,Viva,1,1211,13263395,1000,2015-08-04 10:20:59+00:00,150974
-17.387924,-66.172714,UMTS,736,Viva,1,1210,13264433,1000,2016-04-04 20:40:56+00:00,150973
-17.380232,-66.162825,UMTS,736,Viva,1,1210,13264568,1000,2017-09-21 14:47:40+00:00,150972
-17.379938,-66.143819,UMTS,736,Viva,1,1210,13264403,1398,2017-05-13 14:32:10+00:00,150971
-17.390234,-66.14974,UMTS,736,Viva,1,1210,13263984,1000,2017-05-09 16:35:33+00:00,150970
-17.385974,-66.165813,UMTS,736,Viva,1,1210,13263967,2127,2017-09-21 18:46:00+00:00,150969
-17.392547,-66.167661,UMTS,736,Viva,1,1210,13263837,1000,2017-09-21 15:00:08+00:00,150968
-17.392044067383,-66.161727905273,UMTS,736,Viva,1,1210,13263389,1000,2016-02-26 11:10:10+00:00,150967
-17.389297485352,-66.146621704102,UMTS,736,Viva,1,1210,13263489,1000,2016-02-26 11:10:10+00:00,150966
-17.387924194336,-66.156234741211,UMTS,736,Viva,1,1210,13263825,1000,2016-10-22 16:03:14+00:00,150965
-17.384832,-66.1476,UMTS,736,Viva,1,1210,13263827,1945,2017-09-22 21:47:50+00:00,150964
-17.392044067383,-66.146621704102,UMTS,736,Viva,1,1210,13263485,1000,2016-04-04 11:34:59+00:00,150963
-17.378311157227,-66.142501831055,UMTS,736,Viva,1,1210,13259409,1000,2015-12-10 16:18:38+00:00,150962
-17.383347,-66.166763,UMTS,736,Viva,1,1210,13263373,1000,2017-03-15 07:16:05+00:00,150961
-17.391014,-66.147995,UMTS,736,Viva,1,1210,13258489,1000,2016-10-16 12:54:45+00:00,150960
-17.387015,-66.158063,UMTS,736,Viva,1,1210,13258938,1000,2017-04-18 18:30:00+00:00,150959
-17.378311157227,-66.150741577148,UMTS,736,Viva,1,1210,20293,1000,2015-09-22 14:55:04+00:00,150958
-17.378311157227,-66.150741577148,UMTS,736,Viva,1,1210,20122,1000,2015-11-07 11:10:03+00:00,150957
-17.393417358398,-66.15348815918,UMTS,736,Viva,1,1211,13259377,1000,2015-08-31 08:11:59+00:00,150956
-17.390670776367,-66.150741577148,UMTS,736,Viva,1,1211,13263827,1000,2015-08-04 10:22:06+00:00,150955
-17.393264,-66.159709,UMTS,736,Viva,1,1210,13264777,1000,2017-05-03 16:27:48+00:00,150954
-17.394116,-66.156498,UMTS,736,Viva,1,1210,13264374,1000,2017-05-13 15:06:58+00:00,150953
-17.387171,-66.156726,UMTS,736,Viva,1,1210,13263473,1432,2017-09-15 04:14:38+00:00,150952
-17.382431030273,-66.161727905273,UMTS,736,Viva,1,1210,13263714,1000,2015-11-17 05:50:21+00:00,150951
-17.377615,-66.1554,UMTS,736,Viva,1,1210,13263528,1000,2017-09-27 18:09:31+00:00,150950
-17.391357,-66.153488,UMTS,736,Viva,1,1210,13263824,1000,2016-04-26 11:10:19+00:00,150949
-17.384351,-66.156149,UMTS,736,Viva,1,1210,13263933,1000,2017-05-07 01:11:08+00:00,150948
-17.381034,-66.151884,UMTS,736,Viva,1,1210,13263394,1000,2017-04-18 18:30:00+00:00,150947
-17.393436,-66.174699,UMTS,736,Viva,1,1210,13263839,3053,2017-09-25 00:01:03+00:00,150946
-17.385177612305,-66.158981323242,UMTS,736,Viva,1,1210,13263935,1000,2015-10-16 05:24:18+00:00,150945
-17.39483,-66.171524,UMTS,736,Viva,1,1210,13263835,8087,2017-05-15 06:56:57+00:00,150944
-17.379684448242,-66.152114868164,UMTS,736,Viva,1,1210,13263393,1000,2015-11-28 17:39:30+00:00,150943
-17.381057739258,-66.158981323242,UMTS,736,Viva,1,1210,13263715,1000,2016-04-04 20:40:56+00:00,150942
-17.388243,-66.145431,UMTS,736,Viva,1,1210,13263483,1000,2017-09-20 01:50:43+00:00,150941
-17.377153,-66.147585,UMTS,736,Viva,1,1210,13259159,1000,2017-09-20 01:47:25+00:00,150940
-17.386013,-66.159754,UMTS,736,Viva,1,1210,13258727,2673,2017-09-20 23:27:13+00:00,150939
-17.381012,-66.164192,UMTS,736,Viva,1,1210,13258377,1349,2017-04-18 18:30:00+00:00,150938
-17.380537,-66.154942,UMTS,736,Viva,1,1210,13258397,1000,2017-04-18 18:30:00+00:00,150937
-17.393263,-66.141049,UMTS,736,Viva,1,1210,13258488,1000,2017-09-19 22:56:47+00:00,150936
-17.385177612305,-66.158981323242,UMTS,736,Viva,1,1210,13258939,1000,2017-03-26 17:35:17+00:00,150935
-17.38651,-66.14894,UMTS,736,Viva,1,1210,13258568,1000,2017-05-06 22:08:36+00:00,150934
-17.392044067383,-66.15348815918,UMTS,736,Viva,1,1211,13263824,1000,2015-07-28 09:29:10+00:00,150933
-17.393417358398,-66.152114868164,UMTS,736,Viva,1,1211,13264373,1000,2015-08-31 08:11:59+00:00,150932
-17.392044067383,-66.150741577148,UMTS,736,Viva,1,1211,13258989,1000,2015-08-04 10:20:59+00:00,150931
-17.39046,-66.150566,UMTS,736,Viva,1,1210,13263983,1000,2017-09-22 21:48:44+00:00,150930
-17.392044067383,-66.158981323242,UMTS,736,Viva,1,1210,13264379,1000,2015-10-12 09:59:15+00:00,150929
-17.378311157227,-66.150741577148,UMTS,736,Viva,1,1210,13264155,1000,2016-01-13 12:52:56+00:00,150928
-17.382431030273,-66.142501831055,UMTS,736,Viva,1,1210,13264783,1000,2017-04-05 11:15:29+00:00,150927
-17.390521,-66.153891,UMTS,736,Viva,1,1210,13263987,1770,2017-09-22 21:48:36+00:00,150926
-17.392814,-66.156314,UMTS,736,Viva,1,1210,13264375,1000,2017-09-12 22:20:09+00:00,150925
-17.393417358398,-66.15348815918,UMTS,736,Viva,1,1210,13264377,1000,2016-04-04 11:34:59+00:00,150924
-17.376851,-66.145914,UMTS,736,Viva,1,1210,13264133,1824,2017-09-19 21:27:06+00:00,150923
-17.392483,-66.153076,UMTS,736,Viva,1,1210,13263828,1000,2017-09-21 15:09:06+00:00,150922
-17.394790649414,-66.139755249023,UMTS,736,Viva,1,1210,13263873,1000,2015-09-20 17:04:25+00:00,150921
-17.381642,-66.156572,UMTS,736,Viva,1,1210,13263395,1000,2017-04-18 18:30:00+00:00,150920
-17.385123,-66.166202,UMTS,736,Viva,1,1210,13263963,2043,2017-09-21 20:08:41+00:00,150919
-17.380133,-66.170681,UMTS,736,Viva,1,1210,13263375,1000,2017-09-20 16:11:04+00:00,150918
-17.38073,-66.164436,UMTS,736,Viva,1,1210,13259468,1375,2017-09-23 23:35:35+00:00,150917
-17.390854,-66.150988,UMTS,736,Viva,1,1210,13258987,1000,2017-09-22 21:48:39+00:00,150916
-17.393202,-66.157295,UMTS,736,Viva,1,1210,13259379,1000,2017-09-12 20:45:41+00:00,150915
-17.382116,-66.163639,UMTS,736,Viva,1,1210,13263374,1000,2017-09-20 01:45:56+00:00,150914
-17.378311157227,-66.150741577148,UMTS,736,Viva,1,1210,20123,1000,2015-09-12 12:34:40+00:00,150913
-17.388825,-66.151782,UMTS,736,Viva,1,1210,13258827,1000,2017-09-22 21:47:53+00:00,150912
-17.383379,-66.155138,UMTS,736,Viva,1,1210,13258937,1000,2017-09-26 23:15:37+00:00,150911
-17.394515,-66.175518,UMTS,736,Viva,1,1210,13258839,8930,2017-09-20 02:21:33+00:00,150910
-17.390670776367,-66.158981323242,UMTS,736,Viva,1,1210,20693,1000,2015-09-30 09:40:43+00:00,150909
-17.382431030273,-66.156234741211,UMTS,736,Viva,1,1211,13263933,1000,2015-08-04 10:20:59+00:00,150908
-17.380142,-66.164474,UMTS,736,Viva,1,1210,13264955,1000,2016-05-17 19:15:32+00:00,150907
-17.392044067383,-66.171340942383,UMTS,736,Viva,1,1211,13263364,1000,2015-10-01 18:41:46+00:00,150906
-17.392044067383,-66.156234741211,UMTS,736,Viva,1,1210,13264376,1000,2016-02-22 16:48:13+00:00,150905
-17.393513,-66.150135,UMTS,736,Viva,1,1210,13263989,1000,2017-09-27 19:22:41+00:00,150904
-17.376937866211,-66.142501831055,UMTS,736,Viva,1,1210,13264405,1000,2015-09-16 15:10:16+00:00,150903
-17.381973,-66.175461,UMTS,736,Viva,1,1210,13264435,1000,2016-05-17 19:15:32+00:00,150902
-17.383486,-66.156934,UMTS,736,Viva,1,1210,13263939,4654,2017-05-13 17:28:15+00:00,150901
-17.37752,-66.155352,UMTS,736,Viva,1,1210,13263524,1000,2017-05-07 23:09:52+00:00,150900
-17.395265,-66.173627,UMTS,736,Viva,1,1210,13263838,1000,2017-05-12 20:23:43+00:00,150899
-17.387672,-66.157076,UMTS,736,Viva,1,1210,13263713,1000,2017-09-19 21:20:21+00:00,150898
-17.379779,-66.142695,UMTS,736,Viva,1,1210,13259157,1000,2017-09-27 00:37:17+00:00,150897
