latitud,longitud,tecnologia,mcc,operador,net,lac,cellid,cobertura,fecha,id
-17.382269,-66.151052,LTE,736,Viva,1,21000,3124227,1174,2017-09-26 22:14:53+00:00,151395
-17.377619,-66.149948,UMTS,736,Entel,2,43401,13796638,1000,2017-05-08 00:46:13+00:00,151394
-17.39432,-66.171501,LTE,736,Entel,2,17413,1570005,1000,2017-05-08 02:19:03+00:00,151393
-17.39285,-66.160725,LTE,736,Viva,1,21000,3074819,1000,2017-09-22 15:44:03+00:00,151392
-17.388289,-66.142171,LTE,736,Viva,1,21000,3110658,1000,2017-09-20 22:42:30+00:00,151391
-17.382878,-66.144992,UMTS,736,Entel,2,43402,13828080,1576,2017-05-07 02:33:16+00:00,151390
-17.393965,-66.14447,UMTS,736,Entel,2,43403,5269540,1000,2017-05-07 19:11:15+00:00,151389
-17.376981,-66.154879,LTE,736,Viva,1,21000,3078402,1000,2017-09-27 19:26:37+00:00,151388
-17.385717,-66.167366,LTE,736,Tigo,3,27461,20480261,1000,2017-05-07 00:36:52+00:00,151387
-17.37937,-66.157097,UMTS,736,Viva,1,1210,13260489,1000,2017-05-06 13:59:23+00:00,151386
-17.383722,-66.150497,UMTS,736,Entel,2,17461,24151,1000,2017-05-06 19:37:51+00:00,151385
-17.379366,-66.147522,UMTS,736,Entel,2,201,20122,1000,2017-05-06 18:48:53+00:00,151384
-17.385782,-66.141479,UMTS,736,Tigo,3,17802,5270915,1000,2017-05-06 05:49:40+00:00,151383
-17.376573,-66.139723,UMTS,736,Viva,1,1202,13198713,1268,2017-09-14 16:52:43+00:00,151382
-17.391392,-66.154259,UMTS,736,Viva,1,1210,3086082,1000,2017-05-06 15:50:31+00:00,151381
-17.38077,-66.151848,UMTS,736,Viva,1,1212,13331789,1000,2017-05-03 23:44:32+00:00,151380
-17.389487,-66.160002,UMTS,736,Viva,1,1210,13260798,1033,2017-05-03 16:56:52+00:00,151379
-17.387302,-66.153942,LTE,736,Tigo,3,27461,20500230,2897,2017-09-27 19:52:54+00:00,151378
-17.384336,-66.150557,GSM,736,Viva,1,201,20883,1000,2017-05-03 17:50:11+00:00,151377
-17.377458,-66.163417,UMTS,736,Entel,2,43401,13787380,1000,2017-05-05 23:15:07+00:00,151376
-17.389518,-66.161187,GSM,736,Tigo,3,17461,0,1327,2017-05-15 08:51:14+00:00,151375
-17.37962,-66.162231,UMTS,736,Viva,1,40401,30993,1000,2017-05-03 23:51:55+00:00,151374
-17.380204,-66.164013,UMTS,736,Viva,1,1210,13264563,1000,2017-05-03 17:21:51+00:00,151373
-17.393347,-66.145294,UMTS,736,Tigo,3,17800,5262001,1000,2017-05-03 20:31:29+00:00,151372
-17.388033,-66.154259,UMTS,736,Entel,2,43401,13796254,1000,2017-05-02 22:24:09+00:00,151371
-17.395032,-66.157362,LTE,736,Entel,2,44404,10245124,4962,2017-09-21 09:15:38+00:00,151370
-17.391525,-66.147588,LTE,736,Viva,1,21000,3077379,1000,2020-03-15 17:36:46+00:00,151369
-17.392521,-66.164436,GSM,736,Tigo,3,17461,34038,1000,2017-05-11 23:12:04+00:00,151368
-17.379815,-66.141563,UMTS,736,Viva,1,1210,13260487,1000,2017-09-14 18:25:40+00:00,151367
-17.381104,-66.151769,UMTS,736,Viva,1,1210,13263398,1000,2017-04-18 18:30:00+00:00,151366
-17.377116,-66.158234,UMTS,736,Viva,1,1210,13258309,1000,2017-04-18 18:30:00+00:00,151365
-17.384398,-66.161354,UMTS,736,Entel,2,43401,13796016,1000,2017-04-18 18:30:00+00:00,151364
-17.376551,-66.15732,UMTS,736,Entel,2,43401,13796999,1000,2017-05-07 18:54:18+00:00,151363
-17.382433,-66.160591,UMTS,736,Viva,1,1212,13331793,5315,2017-04-18 18:30:00+00:00,151362
-17.383101,-66.162216,UMTS,736,Entel,2,201,20292,1000,2017-04-18 18:30:00+00:00,151361
-17.376562,-66.138756,LTE,736,Viva,1,40401,30362,1000,2017-04-18 18:30:00+00:00,151360
-17.383825,-66.151917,GSM,736,Viva,1,201,20882,1000,2017-04-18 18:30:00+00:00,151359
-17.393621,-66.172935,UMTS,736,Entel,2,43404,5276671,1000,2017-04-18 18:30:00+00:00,151358
-17.378511,-66.159653,UMTS,736,Viva,1,1210,13258778,1000,2017-04-18 18:30:00+00:00,151357
-17.385481,-66.162947,UMTS,736,Tigo,3,17800,5261045,2219,2017-05-14 16:03:56+00:00,151356
-17.39497,-66.138345,LTE,736,Viva,1,21000,3087361,1000,2017-09-20 18:16:07+00:00,151355
-17.386244,-66.144945,LTE,736,Entel,2,44401,10266628,5432,2019-04-14 12:50:28+00:00,151354
-17.378497,-66.154099,LTE,736,Viva,1,21000,3075073,1000,2017-09-26 20:59:14+00:00,151353
-17.388551,-66.149177,LTE,736,Viva,1,21000,3110659,1000,2017-09-20 22:37:58+00:00,151352
-17.390418,-66.157837,LTE,736,Viva,1,65534,3100163,1000,2017-05-13 01:02:08+00:00,151351
-17.392479,-66.158875,LTE,736,Viva,1,21000,3086338,1000,2017-04-18 18:30:00+00:00,151350
-17.380875,-66.143774,UMTS,736,Viva,1,1210,13260219,3802,2017-04-18 18:30:00+00:00,151349
-17.39403,-66.14283,UMTS,736,Viva,1,1210,13263488,1000,2017-09-20 05:12:49+00:00,151348
-17.39082,-66.171585,LTE,736,Viva,1,21000,3086337,1000,2017-09-23 18:09:53+00:00,151347
-17.384231,-66.158254,LTE,736,Viva,1,21000,3083267,1300,2017-09-26 17:03:27+00:00,151346
-17.385368,-66.144363,GSM,736,Viva,1,201,20292,1000,2017-09-20 04:17:24+00:00,151345
-17.391808,-66.146618,GSM,736,Tigo,3,17461,34121,1000,2017-09-20 04:09:31+00:00,151344
-17.394427,-66.153058,LTE,736,Viva,1,21000,3073795,1000,2020-03-15 17:07:16+00:00,151343
-17.390769,-66.148612,LTE,736,Viva,1,21000,3090178,1025,2020-03-15 17:04:43+00:00,151342
-17.381222,-66.162057,UMTS,736,Viva,1,1210,13258823,3527,2017-09-22 21:47:47+00:00,151341
-17.392929,-66.154305,LTE,736,Viva,1,21000,3084801,1000,2017-09-20 02:42:21+00:00,151340
-17.386401,-66.166574,LTE,736,Viva,1,21000,3083265,5242,2017-09-26 17:01:47+00:00,151339
-17.385726,-66.149073,UMTS,736,Viva,1,1210,13263568,1000,2017-05-06 21:18:35+00:00,151338
-17.39463,-66.15936,LTE,736,Viva,1,21000,3110402,1000,2017-05-09 00:22:20+00:00,151337
-17.380709,-66.159836,UMTS,736,Tigo,3,10769,1578604,1000,2017-09-20 02:19:19+00:00,151336
-17.391687,-66.160904,UMTS,736,Tigo,3,10769,1573106,1000,2017-09-20 02:18:53+00:00,151335
-17.387069,-66.148043,LTE,736,Tigo,3,27461,20500229,1451,2017-09-19 19:16:56+00:00,151334
-17.386906,-66.172048,LTE,736,Viva,1,21000,3089409,2430,2017-09-20 03:21:28+00:00,151333
-17.387621,-66.166582,LTE,736,Viva,1,21000,3109889,1000,2017-09-26 21:17:02+00:00,151332
-17.394647,-66.160842,LTE,736,Viva,1,21000,3083522,1000,2020-03-15 17:27:50+00:00,151331
-17.394691,-66.173013,UMTS,736,Viva,1,1210,13258835,2931,2017-05-15 01:56:45+00:00,151330
-17.380164,-66.153284,UMTS,736,Entel,2,202,20252,1000,2017-09-19 23:46:05+00:00,151329
-17.377688,-66.143766,UMTS,736,Viva,1,1210,13258308,1036,2017-09-19 21:26:26+00:00,151328
-17.379581,-66.137976,UMTS,736,Viva,1,1202,13193708,1462,2017-05-03 00:18:14+00:00,151327
-17.393677,-66.154976,UMTS,736,Viva,1,1210,13258833,1000,2017-09-19 21:18:29+00:00,151326
-17.391181,-66.148168,UMTS,736,Tigo,3,17800,5272001,2366,2017-05-15 19:06:59+00:00,151325
-17.37752,-66.143649,UMTS,736,Tigo,3,17800,5271908,1000,2017-09-20 03:26:28+00:00,151324
-17.389766,-66.165482,GSM,736,Entel,2,43401,0,4790,2017-09-19 19:25:53+00:00,151323
-17.383122,-66.151635,UMTS,736,Entel,2,43401,13796721,9362,2017-09-13 16:11:42+00:00,151322
-17.381412,-66.174232,UMTS,736,Viva,1,1210,0,6973,2017-05-13 21:24:35+00:00,151321
-17.379142,-66.158533,LTE,736,Entel,2,44401,10257414,1000,2019-04-08 16:22:02+00:00,151320
-17.383902,-66.150459,UMTS,736,Entel,2,40401,30312,1000,2017-09-19 16:22:03+00:00,151319
-17.384182,-66.149786,UMTS,736,Entel,2,17461,34151,1104,2017-05-03 05:38:48+00:00,151318
-17.386097,-66.150499,UMTS,736,Entel,2,201,20293,1000,2017-05-07 01:44:17+00:00,151317
-17.383148,-66.149612,UMTS,736,Viva,1,1210,13264789,2211,2017-08-24 10:53:08+00:00,151316
-17.386895,-66.146204,UMTS,736,Viva,1,1210,13258487,1000,2017-09-20 01:50:26+00:00,151315
-17.390268,-66.153906,LTE,736,Entel,2,44401,10252037,1000,2019-04-15 13:02:24+00:00,151314
-17.381658,-66.17491,UMTS,736,Tigo,3,17800,0,5425,2017-09-13 18:10:43+00:00,151313
-17.393944,-66.154923,UMTS,736,Entel,2,43401,13795835,3650,2017-05-03 14:31:06+00:00,151312
-17.388227,-66.15403,UMTS,736,Tigo,3,10769,1582106,1000,2017-09-19 15:53:55+00:00,151311
-17.393264,-66.145916,LTE,736,Entel,2,44401,10262533,1000,2019-03-20 13:55:34+00:00,151310
-17.38575,-66.158239,LTE,736,Entel,2,44401,10254596,1542,2019-06-08 00:35:35+00:00,151309
-17.376937866211,-66.171340942383,UMTS,736,Entel,2,43401,13797999,1000,2017-04-07 20:28:51+00:00,151308
-17.391129,-66.145248,LTE,736,Viva,1,8208,484503,1000,2017-04-10 22:18:31+00:00,151307
-17.379395,-66.156811,LTE,736,Entel,2,44401,10257413,1000,2019-04-06 17:44:07+00:00,151306
-17.379871,-66.154147,UMTS,736,Viva,1,1210,13264469,1297,2017-05-11 04:57:57+00:00,151305
-17.381979,-66.143945,UMTS,736,Viva,1,1210,13259787,1000,2017-09-19 22:19:53+00:00,151304
-17.394007,-66.163551,LTE,736,Entel,2,44401,10258181,1000,2019-06-08 00:32:04+00:00,151303
-17.377608,-66.143534,UMTS,736,Tigo,3,17800,5296908,1000,2017-09-20 05:13:33+00:00,151302
-17.376937866211,-66.14387512207,UMTS,736,Entel,2,44401,10244865,1000,2017-03-16 23:07:41+00:00,151301
-17.377069,-66.161906,UMTS,736,Viva,1,1210,13264957,1000,2017-09-15 10:31:34+00:00,151300
-17.378538,-66.164846,UMTS,736,Viva,1,1210,13264959,1000,2017-09-14 19:37:26+00:00,151299
-17.393745,-66.158316,LTE,736,Tigo,3,27461,20534278,1000,2017-09-28 17:53:31+00:00,151298
-17.383319,-66.152307,LTE,736,Tigo,3,27461,20500228,5727,2017-09-28 14:07:07+00:00,151297
-17.392044067383,-66.145248413086,UMTS,736,Viva,1,586,2029925,1000,2017-03-09 19:56:34+00:00,151296
-17.392044067383,-66.142501831055,UMTS,736,Viva,1,586,2028048,1000,2017-03-09 19:56:34+00:00,151295
-17.392044067383,-66.145248413086,UMTS,736,Viva,1,586,2029924,1000,2017-03-09 19:56:34+00:00,151294
-17.387924194336,-66.168594360352,UMTS,736,Entel,2,43401,13788380,1000,2017-03-09 13:23:42+00:00,151293
-17.387924,-66.170311,LTE,736,Entel,2,44401,10249218,1000,2017-04-07 20:29:32+00:00,151292
-17.380066,-66.153859,LTE,736,Viva,1,21000,3075074,2642,2017-09-20 17:01:46+00:00,151291
-17.378333,-66.145088,LTE,736,Viva,1,21000,3094529,1000,2017-09-26 21:31:31+00:00,151290
-17.377018,-66.161627,LTE,736,Entel,2,44401,10258437,1000,2019-04-15 11:27:00+00:00,151289
-17.379193,-66.164732,LTE,736,Entel,2,44401,10240774,3260,2017-09-23 22:47:24+00:00,151288
-17.379403,-66.148195,UMTS,736,Tigo,3,17800,5262031,1630,2017-09-20 02:33:34+00:00,151287
-17.392101,-66.149316,LTE,736,Tigo,3,27461,20488709,3010,2017-09-19 12:27:15+00:00,151286
-17.388611,-66.163101,LTE,736,Entel,2,44401,10240001,1000,2017-02-22 19:39:24+00:00,151285
-17.389297485352,-66.163101196289,LTE,736,Entel,2,44401,10241281,1000,2017-03-24 11:46:14+00:00,151284
-17.38447,-66.16281,LTE,736,Entel,2,44401,10249221,2275,2019-04-05 13:26:37+00:00,151283
-17.387268,-66.164955,LTE,736,Entel,2,44401,10261254,1000,2019-04-15 20:13:01+00:00,151282
-17.384799,-66.167887,LTE,736,Entel,2,44401,10249220,1000,2019-04-05 16:17:48+00:00,151281
-17.37738,-66.155061,LTE,736,Entel,2,44401,10250502,1000,2019-04-11 15:29:02+00:00,151280
-17.378396,-66.165229,LTE,736,Entel,2,44401,10241029,1072,2019-03-22 10:46:19+00:00,151279
-17.379684,-66.172371,LTE,736,Entel,2,44401,10260484,1000,2017-04-13 09:00:02+00:00,151278
-17.392044067383,-66.156234741211,UMTS,736,Entel,2,43401,13785630,1000,2017-04-06 06:09:54+00:00,151277
-17.393417358398,-66.160354614258,LTE,736,Entel,2,44401,10240003,1000,2017-02-09 16:12:13+00:00,151276
-17.381516,-66.16539,LTE,736,Entel,2,44401,10249217,1000,2017-04-07 20:29:32+00:00,151275
-17.379684448242,-66.158981323242,LTE,736,Entel,2,44401,10247425,1000,2017-04-13 09:00:04+00:00,151274
-17.386571,-66.161258,LTE,736,Entel,2,44401,10261252,1147,2019-04-15 20:12:12+00:00,151273
-17.388439,-66.159861,LTE,736,Entel,2,44401,10261253,1000,2019-06-08 00:54:31+00:00,151272
-17.391701,-66.153145,UMTS,736,Entel,2,43401,13785730,1000,2017-04-07 16:48:11+00:00,151271
-17.385177612305,-66.154861450195,LTE,736,Entel,2,44401,10247426,1000,2017-02-01 23:06:32+00:00,151270
-17.387123,-66.156002,LTE,736,Entel,2,44401,10252038,1129,2019-06-08 00:53:52+00:00,151269
-17.383359,-66.162077,LTE,736,Entel,2,44401,10247427,1000,2017-09-13 15:10:00+00:00,151268
-17.394709,-66.151463,LTE,736,Tigo,3,27461,20508934,1692,2017-09-28 21:22:27+00:00,151267
-17.377335,-66.145212,UMTS,736,Viva,1,21000,120881,1000,2017-01-28 19:21:40+00:00,151266
-17.382431030273,-66.17546081543,UMTS,736,Entel,2,43401,13787140,1000,2017-01-17 10:57:09+00:00,151265
-17.380628,-66.168897,LTE,736,Tigo,3,27460,20481030,2636,2017-09-28 21:52:58+00:00,151264
-17.384779,-66.173321,LTE,736,Tigo,3,27460,20481029,3638,2017-09-28 21:49:53+00:00,151263
-17.381037,-66.151636,UMTS,736,Viva,1,1210,13260317,1000,2017-09-24 00:21:58+00:00,151262
-17.382431030273,-66.152114868164,UMTS,736,Viva,1,1210,13265313,1000,2017-01-04 09:12:39+00:00,151261
-17.387396,-66.152596,UMTS,736,Viva,1,1210,13265314,1000,2017-05-07 17:13:26+00:00,151260
-17.382431030273,-66.152114868164,UMTS,736,Viva,1,1210,13265317,1000,2017-01-04 09:12:39+00:00,151259
-17.383302,-66.164739,LTE,736,Tigo,3,27460,20481026,1000,2017-09-27 04:16:41+00:00,151258
-17.393417358398,-66.157608032227,UMTS,736,Viva,1,586,2030351,1000,2017-01-01 09:36:15+00:00,151257
-17.394790649414,-66.156234741211,UMTS,736,Viva,1,586,2028314,1000,2017-01-01 09:36:15+00:00,151256
-17.395033,-66.155052,UMTS,736,Entel,2,43401,13796884,1000,2017-05-12 20:16:41+00:00,151255
-17.38655090332,-66.150741577148,GSM,736,Viva,1,201,7967,1000,2016-12-29 21:07:27+00:00,151254
-17.387924194336,-66.168594360352,GSM,736,Viva,1,202,8369,1000,2016-12-29 21:07:27+00:00,151253
-17.390670776367,-66.169967651367,UMTS,736,Viva,1,586,2028085,1000,2016-12-29 21:08:08+00:00,151252
-17.387924194336,-66.16584777832,UMTS,736,Viva,1,586,2028539,1000,2016-12-29 21:08:08+00:00,151251
-17.387924194336,-66.167221069336,UMTS,736,Viva,1,586,2030249,1000,2016-12-29 21:08:08+00:00,151250
-17.38655090332,-66.150741577148,UMTS,736,Viva,1,586,2028630,1000,2016-12-29 21:08:08+00:00,151249
-17.391586,-66.149368,UMTS,736,Viva,1,586,2030115,1000,2017-03-03 14:36:55+00:00,151248
-17.38655090332,-66.149368286133,UMTS,736,Viva,1,586,2027973,1000,2016-12-29 21:08:08+00:00,151247
-17.389297485352,-66.160354614258,UMTS,736,Viva,1,586,2029823,1000,2016-12-29 21:08:08+00:00,151246
-17.389297485352,-66.163101196289,UMTS,736,Viva,1,586,2028537,1000,2016-12-29 21:08:08+00:00,151245
-17.387924194336,-66.150741577148,UMTS,736,Viva,1,586,2030007,1000,2016-12-29 21:08:08+00:00,151244
-17.387924194336,-66.169967651367,UMTS,736,Viva,1,586,2029818,1000,2016-12-29 21:08:08+00:00,151243
-17.387924194336,-66.169967651367,UMTS,736,Viva,1,586,2030121,1000,2016-12-29 21:08:08+00:00,151242
-17.387924194336,-66.15348815918,UMTS,736,Viva,1,586,2028071,1000,2016-12-29 21:08:08+00:00,151241
-17.392044067383,-66.145248413086,UMTS,736,Viva,1,586,2029929,1000,2017-03-03 14:36:55+00:00,151240
-17.393417358398,-66.169967651367,UMTS,736,Viva,1,586,2028086,1000,2016-12-29 21:08:08+00:00,151239
-17.387924194336,-66.150741577148,UMTS,736,Viva,1,586,2030667,1000,2016-12-29 21:08:08+00:00,151238
-17.392044067383,-66.149368286133,UMTS,736,Viva,1,586,2030116,1000,2016-12-29 21:08:08+00:00,151237
-17.38655090332,-66.147994995117,UMTS,736,Viva,1,586,2028413,1000,2016-12-29 21:08:08+00:00,151236
-17.387924194336,-66.167221069336,UMTS,736,Viva,1,586,2030117,1000,2016-12-29 21:08:08+00:00,151235
-17.389297485352,-66.161727905273,UMTS,736,Viva,1,586,2028538,1000,2016-12-29 21:08:08+00:00,151234
-17.393417358398,-66.171340942383,UMTS,736,Viva,1,586,2030122,1000,2016-12-29 21:08:08+00:00,151233
-17.385177612305,-66.147994995117,UMTS,736,Viva,1,586,2027972,1000,2016-12-29 21:08:08+00:00,151232
-17.389297485352,-66.160354614258,UMTS,736,Viva,1,586,2030414,1000,2016-12-29 21:08:08+00:00,151231
-17.387924194336,-66.149368286133,UMTS,736,Viva,1,586,2028817,1000,2016-12-29 21:08:08+00:00,151230
-17.387924194336,-66.150741577148,UMTS,736,Viva,1,586,2030666,1000,2016-12-29 21:08:08+00:00,151229
-17.387924194336,-66.15348815918,UMTS,736,Viva,1,586,2030111,1000,2016-12-29 21:08:08+00:00,151228
-17.387924194336,-66.167221069336,UMTS,736,Viva,1,586,2028373,1000,2016-12-29 21:08:08+00:00,151227
-17.387924194336,-66.150741577148,UMTS,736,Viva,1,586,2028631,1000,2016-12-29 21:08:08+00:00,151226
-17.382029,-66.157411,UMTS,736,Entel,2,43401,13796996,2104,2017-05-07 23:04:46+00:00,151225
-17.393417358398,-66.157608032227,UMTS,736,Viva,1,586,2028837,1000,2016-12-23 00:47:29+00:00,151224
-17.393417358398,-66.157608032227,UMTS,736,Viva,1,586,2028315,1000,2016-12-23 00:47:29+00:00,151223
-17.387924194336,-66.158981323242,UMTS,736,Viva,1,586,2028186,1000,2016-12-21 23:46:03+00:00,151222
-17.389297485352,-66.158981323242,UMTS,736,Viva,1,586,2027947,1000,2016-12-29 21:08:08+00:00,151221
-17.390670776367,-66.156234741211,UMTS,736,Viva,1,586,2030112,1000,2016-12-21 06:53:56+00:00,151220
-17.390670776367,-66.158981323242,UMTS,736,Viva,1,586,2029827,1000,2016-12-21 06:53:56+00:00,151219
-17.387238,-66.158295,UMTS,736,Viva,1,586,2030066,1000,2016-12-29 21:08:08+00:00,151218
-17.387238,-66.158295,UMTS,736,Viva,1,586,2028182,1000,2016-12-29 21:08:08+00:00,151217
-17.393417358398,-66.161727905273,UMTS,736,Viva,1,586,2027949,1000,2016-12-19 20:15:01+00:00,151216
-17.392044,-66.155548,UMTS,736,Viva,1,586,2028313,1000,2017-01-07 17:51:46+00:00,151215
-17.392044067383,-66.147994995117,UMTS,736,Viva,1,586,2028236,1000,2017-03-03 14:36:50+00:00,151214
-17.394790649414,-66.158981323242,GSM,736,Viva,1,201,8127,1000,2016-12-15 20:33:07+00:00,151213
-17.394790649414,-66.158981323242,GSM,736,Viva,1,201,7944,1000,2016-12-15 20:33:07+00:00,151212
-17.392044067383,-66.147994995117,UMTS,736,Viva,1,586,111102,1000,2016-12-15 20:33:07+00:00,151211
-17.394790649414,-66.158981323242,UMTS,736,Viva,1,586,2030013,1000,2016-12-15 20:33:07+00:00,151210
-17.394790649414,-66.158981323242,UMTS,736,Viva,1,586,2029828,1000,2016-12-15 20:33:07+00:00,151209
-17.394790649414,-66.158981323242,UMTS,736,Viva,1,586,2028133,1000,2016-12-15 20:33:07+00:00,151208
-17.391357,-66.147995,GSM,736,Viva,1,201,8231,1000,2016-12-29 21:07:27+00:00,151207
-17.392044067383,-66.147994995117,GSM,736,Viva,1,201,8043,1000,2016-12-12 23:56:21+00:00,151206
-17.392044067383,-66.147994995117,GSM,736,Viva,1,201,8233,1000,2016-12-12 23:56:21+00:00,151205
-17.392044,-66.147308,GSM,736,Viva,1,201,8232,1000,2016-12-29 21:07:27+00:00,151204
-17.392044067383,-66.147994995117,GSM,736,Viva,1,201,8045,1000,2017-03-03 14:37:14+00:00,151203
-17.391495,-66.148544,UMTS,736,Viva,1,586,2028235,1000,2017-01-08 16:36:24+00:00,151202
-17.390670776367,-66.156234741211,UMTS,736,Viva,1,586,2030348,1000,2016-12-21 06:53:56+00:00,151201
-17.390670776367,-66.156234741211,UMTS,736,Viva,1,586,2030108,1000,2016-12-12 17:29:31+00:00,151200
-17.383804321289,-66.158981323242,UMTS,736,Viva,1,586,2028122,1000,2016-12-12 12:23:21+00:00,151199
-17.394790649414,-66.17546081543,UMTS,736,Viva,1,586,2028083,1000,2016-12-12 05:58:36+00:00,151198
-17.394104,-66.174774,UMTS,736,Viva,1,586,2028087,1000,2016-12-29 21:08:08+00:00,151197
-17.394790649414,-66.17546081543,UMTS,736,Viva,1,586,2030123,1000,2016-12-12 05:58:36+00:00,151196
-17.387924,-66.155548,UMTS,736,Viva,1,586,2028073,1000,2016-12-29 21:08:08+00:00,151195
-17.387924194336,-66.156234741211,UMTS,736,Viva,1,586,2028077,1000,2016-12-08 19:27:21+00:00,151194
-17.389641,-66.156235,UMTS,736,Viva,1,586,2030352,1000,2016-12-21 06:53:56+00:00,151193
-17.387924,-66.155548,UMTS,736,Viva,1,586,2030113,1000,2016-12-29 21:08:08+00:00,151192
-17.387924194336,-66.156234741211,UMTS,736,Viva,1,586,2030109,1000,2016-12-08 19:27:21+00:00,151191
-17.390670776367,-66.156234741211,UMTS,736,Viva,1,586,2028316,1000,2016-12-21 06:53:56+00:00,151190
-17.390670776367,-66.145248413086,UMTS,736,Viva,1,586,2028047,1000,2016-12-04 20:51:35+00:00,151189
-17.390701,-66.146293,UMTS,736,Viva,1,586,2028049,1000,2017-03-09 19:56:34+00:00,151188
-17.387924194336,-66.160354614258,UMTS,736,Entel,2,43401,13787340,1000,2016-11-26 13:56:58+00:00,151187
-17.376937866211,-66.161727905273,UMTS,736,Entel,2,43401,13787370,1000,2016-11-26 13:57:33+00:00,151186
-17.387924194336,-66.156234741211,UMTS,736,Entel,2,43401,13786020,1000,2016-11-26 13:57:33+00:00,151185
-17.393542,-66.151726,UMTS,736,Entel,2,43401,13786000,1000,2017-05-13 01:38:00+00:00,151184
-17.395203,-66.166812,LTE,736,Tigo,3,27461,20489734,1000,2017-09-22 22:43:15+00:00,151183
-17.395032,-66.154502,LTE,736,Tigo,3,27461,20499973,1033,2017-09-28 21:19:27+00:00,151182
-17.391383,-66.162869,LTE,736,Tigo,3,27461,20480774,4244,2017-09-28 21:33:28+00:00,151181
-17.379684448242,-66.152114868164,UMTS,736,Viva,1,1210,13263397,1000,2016-11-14 05:46:59+00:00,151180
-17.378215,-66.149387,LTE,736,Tigo,3,27461,20482052,4660,2017-09-28 14:04:31+00:00,151179
-17.38531,-66.154161,UMTS,736,Viva,1,1210,13258933,1000,2017-09-26 23:11:59+00:00,151178
-17.389265,-66.165989,UMTS,736,Viva,1,1210,13258934,1406,2017-09-28 15:00:31+00:00,151177
-17.376937866211,-66.137008666992,UMTS,736,Viva,1,1202,13259608,1000,2016-10-19 15:59:49+00:00,151176
-17.376937866211,-66.138381958008,UMTS,736,Viva,1,1202,13258638,1000,2016-10-19 15:59:49+00:00,151175
-17.378311157227,-66.141128540039,UMTS,736,Viva,1,1210,13259408,1000,2016-10-19 15:59:49+00:00,151174
-17.394117,-66.147761,LTE,736,Tigo,3,27461,20481284,1242,2017-09-27 19:46:51+00:00,151173
-17.382431030273,-66.154861450195,UMTS,736,Entel,2,40401,30242,1000,2016-10-12 18:06:12+00:00,151172
-17.38759,-66.151544,LTE,736,Tigo,3,27461,20510979,3139,2017-09-20 22:52:07+00:00,151171
-17.376937866211,-66.138381958008,UMTS,736,Entel,2,43401,13796632,1000,2016-10-02 12:02:47+00:00,151170
-17.385218,-66.146118,UMTS,736,Viva,1,1210,13260817,1000,2017-04-18 18:30:00+00:00,151169
-17.387924194336,-66.169967651367,UMTS,736,Tigo,3,17800,5261968,1000,2016-09-25 14:34:28+00:00,151168
-17.376937866211,-66.141128540039,UMTS,736,Entel,2,43401,13786350,1000,2016-10-07 15:13:43+00:00,151167
-17.392581,-66.161267,LTE,736,Entel,2,44401,10258180,1000,2019-06-08 00:35:24+00:00,151166
-17.376745,-66.145335,LTE,736,Tigo,3,27461,20500741,1000,2017-09-22 03:06:39+00:00,151165
-17.387781,-66.152045,LTE,736,Tigo,3,27461,20508932,4830,2017-09-27 14:52:48+00:00,151164
-17.39438,-66.150515,UMTS,736,Entel,2,43401,13785830,1000,2017-09-19 17:16:11+00:00,151163
-17.38655090332,-66.15348815918,UMTS,736,Entel,2,43401,13787410,1000,2016-09-13 07:17:29+00:00,151162
-17.38814,-66.14945,UMTS,736,Entel,2,43401,13796015,1000,2017-09-20 05:03:57+00:00,151161
-17.394229,-66.152194,GSM,736,Entel,2,40401,30741,1000,2017-09-19 17:54:07+00:00,151160
-17.385731,-66.160664,UMTS,736,Entel,2,43401,13788420,4735,2017-05-15 01:50:49+00:00,151159
-17.387924194336,-66.156234741211,LTE,736,Entel,2,44400,10252038,1000,2016-09-21 18:37:24+00:00,151158
-17.392297,-66.165295,LTE,736,Entel,2,44401,10258182,1461,2019-06-08 00:31:34+00:00,151157
-17.387152,-66.152416,LTE,736,Entel,2,44401,10265349,1000,2019-04-14 14:22:33+00:00,151156
-17.389226,-66.136583,UMTS,736,Viva,1,1210,13258873,1793,2017-05-14 00:10:17+00:00,151155
-17.394793,-66.137612,UMTS,736,Viva,1,1210,13263877,1000,2017-05-04 02:47:52+00:00,151154
-17.391205,-66.155581,UMTS,736,Viva,1,1210,13258825,1215,2017-05-07 18:54:33+00:00,151153
-17.381794,-66.149421,LTE,736,Entel,2,44402,10243078,3824,2017-05-09 16:51:13+00:00,151152
-17.38648,-66.144471,UMTS,736,Entel,2,43401,13786300,1000,2017-05-12 22:01:20+00:00,151151
-17.386179,-66.145318,UMTS,736,Entel,2,43401,13787390,1000,2017-05-12 22:08:16+00:00,151150
-17.383804321289,-66.145248413086,LTE,736,Entel,2,44401,10252292,1000,2016-08-17 18:44:33+00:00,151149
-17.393417358398,-66.164474487305,UMTS,736,Entel,2,43401,13785610,1000,2016-08-16 09:52:57+00:00,151148
-17.380036,-66.1545,UMTS,736,Entel,2,43401,13796992,1000,2017-09-19 21:46:56+00:00,151147
-17.394790649414,-66.158981323242,UMTS,736,Entel,2,43401,13788390,1000,2016-08-16 09:52:57+00:00,151146
